ref_user,ref_movie,rating,ref_cluster,ref_movie_cluster,ref_context1_1,ref_context1_2,ref_context2_1,ref_context2_2,ref_context2_3,ref_context3_1,ref_context3_2,ref_context3_3,ref_context4_1,ref_context4_2,ref_context4_3,ref_context4_4,ref_context4_5,context_vector
35,3750,5,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
35,3752,3,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
35,2755,4,4,2,1,0,1,0,0,0,0,1,0,0,1,0,0,"[0.06089210799332181, 0.17232847099756515, 0.028799272419941745, -0.009670968036486927]"
35,3761,4,4,0,1,0,1,0,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, -0.04710513268645012]"
35,3771,5,4,3,1,0,1,0,0,1,0,0,0,1,0,0,0,"[-0.02577282237492563, 0.16387053732045326, -0.07815004205127113, -0.061368435861239815]"
35,3798,2,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
35,3799,4,4,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
35,3800,3,4,2,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, -0.025612529354870874]"
35,3804,4,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.008183400599361785]"
35,3806,4,4,0,1,0,1,0,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, -0.04710513268645012]"
35,3807,4,4,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
35,3858,4,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.008183400599361785]"
35,3878,4,4,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
35,3887,4,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
35,3898,5,4,0,1,0,1,0,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, -0.04710513268645012]"
35,3926,3,4,2,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, -0.025612529354870874]"
35,3933,4,4,0,1,0,0,0,1,1,0,0,0,0,1,0,0,"[0.046716597297247274, -0.04763267010552214, -0.005450580408720426, 0.008183400599361785]"
35,3938,5,4,0,1,0,0,0,1,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.04763267010552214, -0.005450580408720426, -0.04710513268645012]"
35,3942,3,4,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
35,3962,4,4,1,1,0,0,1,0,1,0,0,0,0,1,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, 0.0027879027097183666]"
35,3968,5,4,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
35,3972,4,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
35,3983,3,4,2,1,0,1,0,0,1,0,0,0,0,1,0,0,"[0.06089210799332181, 0.17232847099756515, -0.059792998076363645, -0.009670968036486927]"
35,3990,4,4,2,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, 0.0141766471232746]"
35,3992,5,4,3,0,1,0,1,0,1,0,0,1,0,0,0,0,"[0.025772822374925588, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
35,3996,4,4,2,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, -0.025612529354870874]"
35,4003,5,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
35,1983,5,4,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
35,4020,5,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.008183400599361785]"
35,4025,5,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
35,4054,5,4,2,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, 0.0141766471232746]"
35,4183,4,4,2,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, -0.025612529354870874]"
35,4249,4,4,0,1,0,0,0,1,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.04763267010552214, -0.005450580408720426, 0.0046185391561288135]"
96,13,5,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,"[0.046716597297247274, 0.15463112312157687, 0.02178456092913885, 0.06377026219877312]"
96,18,4,3,3,1,0,1,0,0,0,1,0,0,1,0,0,0,"[-0.02577282237492563, 0.16387053732045326, 0.02015708944041944, -0.061368435861239815]"
96,61,3,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,"[0.046716597297247274, -0.12972808136148734, 0.02178456092913885, 0.008183400599361785]"
96,66,3,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, 0.02178456092913885, 0.0046185391561288135]"
96,138,5,3,0,1,0,1,0,0,0,0,1,0,0,1,0,0,"[0.046716597297247274, 0.15463112312157687, -0.010321273070884634, 0.008183400599361785]"
96,191,5,3,3,1,0,1,0,0,1,0,0,0,0,0,1,0,"[-0.02577282237492563, 0.16387053732045326, -0.07815004205127113, 0.029972176255959018]"
96,192,5,3,3,1,0,1,0,0,1,0,0,0,0,0,1,0,"[-0.02577282237492563, 0.16387053732045326, -0.07815004205127113, 0.029972176255959018]"
96,243,2,3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,"[0.046716597297247274, 0.15463112312157687, 0.02178456092913885, -0.04710513268645012]"
96,3507,4,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
96,3510,5,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,"[-0.04671659729724711, 0.15463112312157687, 0.02178456092913885, 0.0046185391561288135]"
96,3526,5,3,3,1,0,1,0,0,0,0,1,1,0,0,0,0,"[-0.02577282237492563, 0.16387053732045326, 0.08169709051830237, 0.0796440863002981]"
96,3523,3,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,"[0.046716597297247274, 0.15463112312157687, 0.02178456092913885, 0.008183400599361785]"
96,2628,5,3,2,1,0,1,0,0,1,0,0,0,0,1,0,0,"[0.06089210799332181, 0.17232847099756515, -0.059792998076363645, -0.009670968036486927]"
96,3525,5,3,0,0,1,1,0,0,1,0,0,0,0,0,0,1,"[-0.04671659729724711, 0.15463112312157687, -0.005450580408720426, 0.06377026219877312]"
96,3527,4,3,3,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, -0.061368435861239815]"
96,3528,3,3,0,0,1,0,0,1,1,0,0,1,0,0,0,0,"[-0.04671659729724711, -0.04763267010552214, -0.005450580408720426, 0.0046185391561288135]"
96,2592,5,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
96,3529,5,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.06377026219877312]"
96,3530,5,3,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"[-0.04671659729724711, -0.04763267010552214, -0.005450580408720426, -0.04710513268645012]"
96,3531,5,3,3,1,0,1,0,0,0,0,1,1,0,0,0,0,"[-0.02577282237492563, 0.16387053732045326, 0.08169709051830237, 0.0796440863002981]"
96,3532,1,3,1,1,0,0,1,0,1,0,0,0,0,1,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, 0.0027879027097183666]"
96,3533,5,3,3,1,0,1,0,0,0,0,1,1,0,0,0,0,"[-0.02577282237492563, 0.16387053732045326, 0.08169709051830237, 0.0796440863002981]"
96,3534,3,3,2,1,0,1,0,0,1,0,0,0,1,0,0,0,"[0.06089210799332181, 0.17232847099756515, -0.059792998076363645, 0.0141766471232746]"
96,3536,4,3,1,1,0,1,0,0,0,0,1,1,0,0,0,0,"[-0.019276864695498004, 0.10431209435077113, -0.009790893406347813, -0.004793418511482976]"
96,3537,4,3,1,1,0,0,1,0,1,0,0,0,0,0,0,1,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, 0.02953463441884404]"
96,3538,3,3,1,1,0,0,1,0,1,0,0,0,0,0,0,1,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, 0.02953463441884404]"
96,3539,5,3,1,1,0,0,0,1,1,0,0,0,0,1,0,0,"[-0.019276864695498004, -0.0012126943474202964, 0.01730928848700263, 0.0027879027097183666]"
96,3540,4,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, 0.02178456092913885, -0.04710513268645012]"
96,3541,5,3,2,1,0,1,0,0,1,0,0,0,0,1,0,0,"[0.06089210799332181, 0.17232847099756515, -0.059792998076363645, -0.009670968036486927]"
96,3542,3,3,2,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, -0.025612529354870874]"
48,13,2,4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.010321273070884634, 0.0046185391561288135]"
48,18,2,4,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
48,42,3,4,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
48,47,4,4,0,1,0,1,0,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, -0.04710513268645012]"
48,68,4,4,0,1,0,1,0,0,0,0,1,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.010321273070884634, 0.0046185391561288135]"
48,92,3,4,2,1,0,0,0,1,0,0,1,0,0,1,0,0,"[0.06089210799332181, -0.05951871735451118, 0.028799272419941745, -0.009670968036486927]"
48,83,4,4,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
48,94,4,4,0,1,0,0,1,0,0,0,1,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.010321273070884634, -0.04710513268645012]"
48,104,4,4,3,1,0,1,0,0,0,0,1,0,1,0,0,0,"[-0.02577282237492563, 0.16387053732045326, 0.08169709051830237, -0.061368435861239815]"
48,109,4,4,2,0,1,1,0,0,0,0,1,0,1,0,0,0,"[-0.06089210799332181, 0.17232847099756515, 0.028799272419941745, 0.0141766471232746]"
48,127,3,4,2,1,0,1,0,0,0,0,1,0,1,0,0,0,"[0.06089210799332181, 0.17232847099756515, 0.028799272419941745, 0.0141766471232746]"
48,144,4,4,0,1,0,1,0,0,0,0,1,0,1,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.010321273070884634, -0.04710513268645012]"
48,180,5,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.008183400599361785]"
48,197,5,4,0,1,0,1,0,0,0,0,1,0,1,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.010321273070884634, -0.04710513268645012]"
48,241,5,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
48,3551,4,4,1,1,0,0,1,0,1,0,0,0,0,0,1,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, 0.02410627350919922]"
48,3585,4,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.008183400599361785]"
48,3627,5,4,2,1,0,0,1,0,0,0,1,0,1,0,0,0,"[0.06089210799332181, -0.1434938298463291, 0.028799272419941745, 0.0141766471232746]"
48,3637,5,4,0,1,0,0,0,1,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.04763267010552214, -0.005450580408720426, 0.0046185391561288135]"
48,3642,5,4,0,1,0,0,0,1,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.04763267010552214, -0.005450580408720426, -0.04710513268645012]"
48,3643,5,4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.010321273070884634, 0.0046185391561288135]"
48,3677,4,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.008183400599361785]"
48,3687,4,4,3,1,0,1,0,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, 0.16387053732045326, -0.07815004205127113, 0.0796440863002981]"
48,3695,4,4,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
48,3710,5,4,2,1,0,0,0,1,1,0,0,1,0,0,0,0,"[0.06089210799332181, -0.05951871735451118, -0.059792998076363645, -0.025612529354870874]"
48,3713,4,4,3,1,0,1,0,0,1,0,0,0,0,1,0,0,"[-0.02577282237492563, 0.16387053732045326, -0.07815004205127113, -0.04508241195508943]"
48,3726,5,4,2,1,0,1,0,0,1,0,0,0,1,0,0,0,"[0.06089210799332181, 0.17232847099756515, -0.059792998076363645, 0.0141766471232746]"
48,3730,5,4,2,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, -0.025612529354870874]"
48,3748,5,4,3,1,0,1,0,0,1,0,0,0,1,0,0,0,"[-0.02577282237492563, 0.16387053732045326, -0.07815004205127113, -0.061368435861239815]"
48,3750,5,4,0,1,0,1,0,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, -0.04710513268645012]"
48,3783,5,4,3,1,0,1,0,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, 0.16387053732045326, -0.07815004205127113, 0.0796440863002981]"
48,3786,4,4,2,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.06089210799332181, 0.17232847099756515, -0.059792998076363645, -0.025612529354870874]"
48,3790,5,4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.010321273070884634, 0.0046185391561288135]"
48,3831,5,4,2,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.06089210799332181, 0.17232847099756515, -0.059792998076363645, -0.025612529354870874]"
48,3844,5,4,1,1,0,1,0,0,1,0,0,0,1,0,0,0,"[-0.019276864695498004, 0.10431209435077113, 0.01730928848700263, -0.012622613389868934]"
48,3844,5,4,1,1,0,1,0,0,0,0,1,1,0,0,0,0,"[-0.019276864695498004, 0.10431209435077113, -0.009790893406347813, -0.004793418511482976]"
48,3849,3,4,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
48,3866,3,4,2,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.06089210799332181, 0.17232847099756515, -0.059792998076363645, -0.025612529354870874]"
48,3873,5,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.008183400599361785]"
48,3881,4,4,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
48,3884,5,4,2,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.06089210799332181, 0.17232847099756515, -0.059792998076363645, -0.025612529354870874]"
48,3890,5,4,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
48,3891,5,4,1,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.004793418511482976]"
48,3899,5,4,3,1,0,1,0,0,0,0,1,1,0,0,0,0,"[-0.02577282237492563, 0.16387053732045326, 0.08169709051830237, 0.0796440863002981]"
48,3902,4,4,2,1,0,1,0,0,1,0,0,0,0,1,0,0,"[0.06089210799332181, 0.17232847099756515, -0.059792998076363645, -0.009670968036486927]"
48,3904,3,4,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
48,3929,4,4,3,1,0,1,0,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, 0.16387053732045326, -0.07815004205127113, 0.0796440863002981]"
48,3934,5,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
48,3935,3,4,2,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.06089210799332181, 0.17232847099756515, -0.059792998076363645, -0.025612529354870874]"
48,3950,3,4,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
48,3974,5,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
48,3978,4,4,3,1,0,1,0,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, 0.16387053732045326, -0.07815004205127113, 0.0796440863002981]"
48,4003,5,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
48,4062,3,4,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
48,4081,5,4,0,1,0,1,0,0,0,0,1,0,1,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.010321273070884634, -0.04710513268645012]"
48,4084,5,4,0,1,0,0,0,1,0,0,1,1,0,0,0,0,"[0.046716597297247274, -0.04763267010552214, -0.010321273070884634, 0.0046185391561288135]"
48,4100,3,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
48,4177,5,4,2,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.06089210799332181, 0.17232847099756515, -0.059792998076363645, -0.025612529354870874]"
48,4260,5,4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,"[0.046716597297247274, 0.15463112312157687, -0.010321273070884634, 0.008183400599361785]"
48,4261,5,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
60,13,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
60,56,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
60,61,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.008183400599361785]"
60,86,4,0,3,1,0,0,1,0,0,1,0,0,0,1,0,0,"[-0.02577282237492563, -0.1255018361242227, 0.02015708944041944, -0.04508241195508943]"
60,136,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.008183400599361785]"
60,142,4,0,3,1,0,1,0,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, 0.16387053732045326, -0.07815004205127113, 0.0796440863002981]"
60,166,5,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,"[-0.019276864695498004, 0.10431209435077113, 0.01730928848700263, -0.012622613389868934]"
60,3545,4,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
60,3610,5,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
60,3691,4,0,3,1,0,1,0,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, 0.16387053732045326, -0.07815004205127113, 0.0796440863002981]"
60,3716,4,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
60,3726,5,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,"[0.06089210799332181, 0.17232847099756515, 0.055346333411052905, 0.0141766471232746]"
60,3735,5,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,"[-0.019276864695498004, 0.10431209435077113, 0.01730928848700263, -0.004793418511482976]"
60,3735,5,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,"[-0.019276864695498004, 0.10431209435077113, 0.01730928848700263, -0.004793418511482976]"
60,3770,2,0,3,1,0,0,1,0,1,0,0,0,0,1,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, -0.04508241195508943]"
60,3777,4,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,"[-0.019276864695498004, 0.10431209435077113, 0.01730928848700263, -0.012622613389868934]"
60,3950,5,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,"[-0.02577282237492563, 0.16387053732045326, 0.02015708944041944, 0.0796440863002981]"
60,3958,1,0,3,1,0,1,0,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, 0.16387053732045326, -0.07815004205127113, 0.0796440863002981]"
60,3972,4,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, 0.02178456092913885, 0.0046185391561288135]"
60,3979,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,"[0.046716597297247274, 0.15463112312157687, 0.02178456092913885, 0.06377026219877312]"
60,4008,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
60,4032,3,0,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
60,4036,4,0,3,1,0,0,1,0,0,1,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, 0.02015708944041944, 0.0796440863002981]"
60,4040,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, -0.005450580408720426, 0.0046185391561288135]"
60,4070,5,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,"[0.046716597297247274, 0.15463112312157687, 0.02178456092913885, 0.0046185391561288135]"
60,4071,3,0,3,1,0,0,1,0,0,1,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, 0.02015708944041944, 0.0796440863002981]"
193,13,4,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
193,16,3,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
193,47,3,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,"[-0.04671659729724711, -0.12972808136148734, -0.010321273070884634, -0.04710513268645012]"
193,115,5,2,3,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, -0.061368435861239815]"
193,172,2,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,"[-0.04671659729724711, -0.04763267010552214, -0.010321273070884634, -0.04710513268645012]"
193,220,5,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
193,219,5,2,3,0,1,0,0,1,0,0,1,0,1,0,0,0,"[0.025772822374925588, -0.08278631911239619, 0.08169709051830237, -0.061368435861239815]"
193,223,4,2,3,0,1,0,0,1,0,0,1,0,1,0,0,0,"[0.025772822374925588, -0.08278631911239619, 0.08169709051830237, -0.061368435861239815]"
193,244,5,2,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
193,245,5,2,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
193,246,5,2,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
193,247,4,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,"[-0.04671659729724711, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
193,248,5,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,"[-0.04671659729724711, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
193,249,5,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,"[-0.04671659729724711, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
193,250,5,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
193,3504,3,2,3,0,1,0,0,1,0,0,1,0,1,0,0,0,"[0.025772822374925588, -0.08278631911239619, 0.08169709051830237, -0.061368435861239815]"
193,3525,5,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
193,3544,4,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.008183400599361785]"
193,3547,4,2,1,0,1,0,0,1,0,0,1,0,1,0,0,0,"[0.019276864695498004, -0.0012126943474202964, -0.009790893406347813, -0.012622613389868934]"
193,3548,4,2,1,0,1,0,0,1,0,0,1,0,1,0,0,0,"[0.019276864695498004, -0.0012126943474202964, -0.009790893406347813, -0.012622613389868934]"
193,3549,4,2,1,0,1,0,0,1,0,0,1,0,1,0,0,0,"[0.019276864695498004, -0.0012126943474202964, -0.009790893406347813, -0.012622613389868934]"
193,3556,2,2,1,0,1,0,0,1,0,0,1,0,1,0,0,0,"[0.019276864695498004, -0.0012126943474202964, -0.009790893406347813, -0.012622613389868934]"
193,3560,3,2,1,0,1,0,0,1,0,0,1,0,1,0,0,0,"[0.019276864695498004, -0.0012126943474202964, -0.009790893406347813, -0.012622613389868934]"
